id,issue,page,type,title,author,content,asset_ref
garden-gate:170:p012:text:04,170,12,text,Get a Head Start with Spring Containers: Place Your Containers,Marisa Reyes,"Get a Head Start with Spring Containers - Place Your Containers. In the meantime, get inspired by the containers here and maybe you’ll have to make another trip to the garden center!",
garden-gate:170:p012:text:05,170,12,text,Botanical Names: Red osier dogwood,Marisa Reyes,(Cornus sericea).,
garden-gate:170:p012:text:06,170,12,text,Get a Head Start with Spring Containers: Bold Spring Color,Marisa Reyes,"Get a Head Start with Spring Containers - Bold Spring Color. This combination is perfect on a patio or next to your front entry because its bold colors make a statement that lasts for weeks. Plus you can enjoy the light, sweet scent of the pansy and nemesia as you walk by.",
garden-gate:170:p012:text:07,170,12,text,Get a Head Start with Spring Containers: Bold Spring Color,Marisa Reyes,"Get a Head Start with Spring Containers - Bold Spring Color. Cool spring temperatures help these flowers last, but eventually you’ll need to deadhead. Pinch or snip pansy, nemesia and marguerite daisy stems back to a leaf joint to encourage more blooms. The daffodil only blooms once. So when it’s done you can pull the bulbs if you’d like to avoid unsightly yellowing bulb foliage as it ripens in the container. The red osier dogwood stems cut from the garden provide height, color and texture even when the flowers are fading.",
garden-gate:170:p012:text:08,170,12,text,Get a Head Start with Spring Containers: Bold Spring Color,Marisa Reyes,"Get a Head Start with Spring Containers - Bold Spring Color. Once the weather starts getting warmer, stems can get leggy and flowering slows. This is a good time to replace cool-weather plants, such as the pansy and nemesia. You can leave the gaura and marguerite daisy in place to add height and interest to late-season combos.",
garden-gate:170:p012:text:09,170,12,text,Plant Profile: Marguerite daisy,Marisa Reyes,(Argyranthemum) Grandaisy® Red Improved. Tender perennial; red flowers in spring; full sun to part shade; 18 to 24 in. tall and wide; cold hardy in USDA zones 10 to 11.,
garden-gate:170:p012:text:10,170,12,text,Plant Profile: Gaura,Marisa Reyes,"(Gaura lindheimeri) Belleza® Dark Pink. Perennial; star-shaped dark pink flowers in spring to fall; full sun to part shade; 18 in. tall, 16 to 20 in. wide; cold hardy in USDA zones 6 to 9.",
garden-gate:170:p012:text:11,170,12,text,Plant Profile: Pansy,Marisa Reyes,(Viola x wittrockiana) Spring Matrix™ Scarlet. Perennial; scarlet red blooms with a yellow center in early to late spring and fall; full sun to part shade; 8 to 10 in. tall and wide; cold hardy in USDA zones 5 to 9.,
garden-gate:170:p012:text:12,170,12,text,Plant Profile: Nemesia Sunsatia Blood Orange,Marisa Reyes,"(Nemesia) Sunsatia® Blood Orange™. Tender perennial; orange, red and yellow blooms from early spring to frost; full sun to part shade; 10 to 14 in. tall, 12 to 16 in. wide; cold hardy in USDA zones 10 to 11.",
garden-gate:170:p012:text:13,170,12,text,Plant Profile: Nemesia Nesia Sunshine,Marisa Reyes,"(Nemesia) Nesia™ Sunshine. Tender perennial; buttery yellow flowers with purple centers bloom in early spring to late summer; full sun to part shade; 10 to 14 in. tall, 10 to 12 in. wide; cold hardy in USDA zones 8 to 10.",
garden-gate:170:p012:text:14,170,12,text,Plant Profile: Miniature daffodil,Marisa Reyes,"(Narcissus hybrid). Bulb; yellow flowers in spring; full sun to part shade; 4 to 24 in. tall, 3 to 12 in. wide; cold hardy in USDA zones 3 to 9.",
garden-gate:170:p013:text:01,170,13,text,Get a Head Start with Spring Containers: Accent with Cut Stems,Marisa Reyes,"Get a Head Start with Spring Containers - Accent with Cut Stems. Young dogwood stems that are less than 3 years old have the most color. To make sure you have plenty of stems to cut for spring containers, cut a third of the oldest stems (they’re usually thicker and grayer) back to the ground each year in early spring.",
garden-gate:170:p013:image:01,170,13,image,Get a Head Start with Spring Containers: Bold Spring Color,Marisa Reyes,"Full-page photo of the Bold Spring Color container with red marguerite daisies, red dogwood stems, scarlet pansies, orange and yellow nemesia, miniature daffodils, and yellow-green flowers in a copper-colored pot.",
garden-gate:170:p014:text:01,170,14,text,Get a Head Start with Spring Containers: Petite Pastel Palette,Marisa Reyes,"Get a Head Start with Spring Containers - Petite Pastel Palette. This sweet little cool-season planter makes the perfect addition to a tabletop. You can still see your conversation partner across the table because the pint-sized plants won’t grow too tall in spring. As warmer weather approaches, the kale, sweet alyssum and viola will start to outgrow this 12-inch pot. But you can plant them in the border to enjoy blooms again later in fall, or just toss them on the compost pile.",
garden-gate:170:p014:text:02,170,14,text,Plant Profile: Ornamental kale,Marisa Reyes,(Brassica oleracea) ‘Dynasty Red’. Tender perennial; rosettes of blue-green leaves with a deep red center; full sun to part shade; 12 to 18 in. tall and wide; cold hardy in USDA zones 7 to 11.,
garden-gate:170:p014:text:03,170,14,text,Plant Profile: English daisy,Marisa Reyes,(Bellis perennis) ‘Pomponette Mix’. Perennial; pink or white blooms in spring to early summer; full sun to part shade; 4 to 6 in. tall and wide; cold hardy in USDA zones 4 to 8.,
garden-gate:170:p014:text:04,170,14,text,Plant Profile: Lewisia,Marisa Reyes,"(Lewisia cotyledon) ‘Elise Mix’. Perennial; pink, rose, salmon or purple flowers bloom from spring to fall; full sun to part shade; 6 to 8 in. tall and wide; cold hardy in USDA zones 3 to 8.",
garden-gate:170:p014:text:05,170,14,text,Plant Profile: Sweet alyssum,Marisa Reyes,"(Lobularia maritima) ‘Snow Crystals’. Tender perennial; clusters of fragrant white flowers from early spring to frost; full sun to part shade; 6 to 10 in. tall, 12 to 14 in. wide; cold hardy in USDA zones 9 to 11.",
garden-gate:170:p014:text:06,170,14,text,Plant Profile: Viola,Marisa Reyes,(Viola cornuta) Sorbet® XP Beaconsfield. Perennial; white and purple blooms with yellow centers bloom in early spring and again until frost; full sun to part shade; 6 to 8 in. tall and wide; cold hardy in USDA zones 5 to 8.,
garden-gate:170:p014:text:07,170,14,text,Get a Head Start with Spring Containers: Four-Season Structure,Marisa Reyes,"Get a Head Start with Spring Containers - Four-Season Structure. Adding evergreens, such as boxwood, to a container is a great way to get structure in every season. ‘Green Velvet’ is tolerant of pruning and can be shaped however you like. Hold off on pruning until all danger of frost has passed in spring to avoid damaging tender new shoots. When you’re growing shrubs in containers, get one that’s as large as possible (these are 24 inches in diameter) so there’s plenty of room for potting mix to hold moisture and help insulate the roots. To get boxwoods through winter in zone 5, spray an antitranspirant to help prevent moisture loss and burned foliage, and water occasionally if temps are above freezing.",
garden-gate:170:p014:text:08,170,14,text,Plant Profile: Boxwood,Marisa Reyes,(Buxus) ‘Green Velvet’. Shrub; glossy green leaves all year; full sun to part shade; 2 to 4 ft. tall and wide; cold hardy in USDA zones 5 to 9.,
garden-gate:170:p014:text:09,170,14,text,Plant Profile: Pansy,Marisa Reyes,"(Viola x wittrockiana). Perennial; blue and white bicolored flowers in early spring to frost; full sun to part shade; 6 to 8 in. tall, 8 to 12 in. wide; cold hardy in USDA zones 5 to 8.",
garden-gate:170:p014:text:10,170,14,text,Plant Profile: Lobelia,Marisa Reyes,"(Lobelia erinus). Tender perennial; white flowers in spring to fall; full sun to part shade; 6 to 14 in. tall, 6 to 16 in. wide; cold hardy in USDA zones 9 to 11.",
garden-gate:170:p014:image:01,170,14,image,Get a Head Start with Spring Containers: Petite Pastel Palette,Marisa Reyes,"Photo of the Petite Pastel Palette tabletop container with ornamental kale, English daisy, lewisia, sweet alyssum, and viola in a low terra-cotta bowl.",
garden-gate:170:p014:image:02,170,14,image,Get a Head Start with Spring Containers: Four-Season Structure,Marisa Reyes,"Photo of a large patio container anchored by a clipped ‘Green Velvet’ boxwood, with blue and white pansies and white lobelia around the rim.",
garden-gate:170:p016:text:01,170,16,text,Smart Plant Swaps,Sherri Ribbey,"When you fall in love with a plant at the garden center, you might not realize the challenges it may face at home. How many times have you had to fight back stems from a too-large plant that’s eating your sidewalk, pull unwanted seedlings, watch deer eat stems to the ground or water, water, water a gasping plant? At some point, enough is enough and the plant has to go. That’s not to say that it isn’t a perfectly good plant - it’s just that there might be better alternatives in certain situations. So you can move the offender to a new place in the garden better suited to its characteristics, give it to a friend or even just toss it on the compost pile, but that still leaves a hole to fill. The good news is that there are usually other plant options, whether you need something that’s smaller, more drought-tolerant or less aggressive. Let’s take a look at some smart swaps.",
garden-gate:170:p016:text:02,170,16,text,Smart Plant Swaps: Cutting zinnia,Sherri Ribbey,(Zinnia elegans). Zinnias for cutting are great for bouquets and they bloom nonstop. But sometimes you want a smaller plant that brings long-lasting color to the front of the border.,
garden-gate:170:p016:text:03,170,16,text,Smart Plant Swaps: Bedding zinnia,Sherri Ribbey,"(Zinnia hybrids). For long-lasting color on a pint-sized plant, bedding zinnias are just the ticket. This group of hybrids has even more, though smaller, blooms than their taller cousins, cutting zinnias. They’re also quite disease resistant, so powdery mildew won’t usually crop up like it does with the taller cutting types. Besides that, bedding zinnias are self cleaning - new growth covers over the old - so no deadheading is needed!",
garden-gate:170:p016:text:04,170,16,text,Smart Plant Swaps: Bedding zinnia,Sherri Ribbey,"(Zinnia hybrids). There are lots of varieties to choose from in a range of sizes and colors. Double Zahara™ Salmon at right grows 16 to 20 inches tall and wide, while the easy-to-find Profusion series is 12 to 18 inches tall and wide. If you’re looking for an even smaller zinnia, check out the new Belize series, which grows just 8 inches tall and 12 inches wide.",
garden-gate:170:p016:text:05,170,16,text,Plant Profile: Bedding zinnia,Sherri Ribbey,"(Zinnia hybrids). Annual; blooms are single or double in every color but blue from late spring to frost; light: full sun; soil: average, well-drained; size: look for dwarf varieties that grow 6 to 20 in. tall, 10 to 24 in. wide; source: local garden centers.",
garden-gate:170:p016:image:01,170,16,image,Smart Plant Swaps: Zinnias,Sherri Ribbey,Illustrated smart-swap diagram comparing tall cutting zinnias with a smaller mounded bedding zinnia plant for front-of-border color.,
garden-gate:170:p017:image:01,170,17,image,Smart Plant Swaps: Bedding zinnia,Sherri Ribbey,"Full-page photo of Double Zahara Salmon bedding zinnia, showing masses of compact salmon-pink double blooms along a stone path.",
garden-gate:170:p018:text:01,170,18,text,Smart Plant Swaps: Solomon's seal,Sherri Ribbey,"(Polygonatum spp. and hybrids). At up to 4 feet tall with an arching habit, Solomon’s seal takes up a lot of room and can block the view of other plants in the garden.",
garden-gate:170:p018:text:02,170,18,text,Smart Plant Swaps: Dwarf Solomon's seal,Sherri Ribbey,"(Polygonatum humile). This little perennial is amazingly cute! But even better, it’s one tough customer. Dwarf Solomon’s seal grows well in wet garden soil but tolerates drought, performs beautifully even in full shade and doesn’t have any serious insect or disease problems or need a lot of maintenance to look fantastic.",
garden-gate:170:p018:text:03,170,18,text,Smart Plant Swaps: Dwarf Solomon's seal,Sherri Ribbey,"(Polygonatum humile). Plants spread slowly by rhizomes to form colonies, making it an attractive ground cover for shade. Tubular white 3/4-inch flowers emerge in spring and are followed by blue-black fruits - both are easy to see on those short upright stems. Alternate pairs of ovate leaves provide rich texture that contrasts well with broader foliage of hosta (Hosta hybrids) or coral bells (Heuchera hybrids).",
garden-gate:170:p018:text:04,170,18,text,Plant Profile: Dwarf Solomon's seal,Sherri Ribbey,"(Polygonatum humile). Perennial; blooms: tubular white blooms with a green edge from late spring to early summer; light: part to full shade; soil: moist, well-drained; size: 6 to 9 in. tall, spreading; cold hardy: USDA zones 4 to 8; source: Avant Gardens, 508-998-8819, avantgardensne.com.",
garden-gate:170:p018:image:01,170,18,image,Smart Plant Swaps: Dwarf Solomon's seal,Sherri Ribbey,"Photo of dwarf Solomon’s seal forming a low, spreading colony with white tubular flowers around the base of a tree in shade.",
garden-gate:170:p019:text:01,170,19,text,Smart Plant Swaps: Russian sage,Sherri Ribbey,(Perovskia atriplicifolia). These large plants tend to flop and lean later in the season and can be a real pain to stake.,
garden-gate:170:p019:text:02,170,19,text,Smart Plant Swaps: Dwarf Russian sage,Sherri Ribbey,"(Perovskia atriplicifolia). If you don’t have room for a huge Russian sage that can reach 5 feet tall and 4 feet wide, you don’t have to miss out on growing this heat-, drought-, deer- and rabbit-resistant plant. There are a lot of new dwarf varieties with the same lavender-blue blooms that last for weeks, thanks in part to the colorful bracts that hang on after true flowers fall off. ‘Denim ’n Lace’ in the photo at left grows 32 inches tall and has a fuller look than some because the flowers are so closely spaced. It has strong upright stems that won’t flop open as the plant ages, as some of the larger varieties’ foliage does. ‘Little Spire’ is a bit smaller, growing just 24 inches tall.",
garden-gate:170:p019:text:03,170,19,text,Smart Plant Swaps: Dwarf Russian sage,Sherri Ribbey,(Perovskia atriplicifolia). Maintenance is simple: Just cut stems back to the crown in late winter to early spring to make way for new growth.,
garden-gate:170:p019:text:04,170,19,text,Plant Profile: Dwarf Russian sage,Sherri Ribbey,"(Perovskia atriplicifolia). Perennial; blooms: long spikes lined with lavender-blue flowers from midsummer to fall; light: full sun; soil: well-drained; size: look for dwarf varieties that grow 28 to 32 in. tall, 34 to 38 in. wide; cold hardy: USDA zones 4 to 9; source: local garden centers.",
garden-gate:170:p019:image:01,170,19,image,Smart Plant Swaps: Dwarf Russian sage,Sherri Ribbey,Photo of ‘Denim ’n Lace’ Russian sage with upright lavender-blue flower spikes planted in front of pink hibiscus and burgundy foliage.,
garden-gate:170:p020:text:01,170,20,text,Smart Plant Swaps: Love-in-a-mist,Sherri Ribbey,"(Nigella damascena). The flowers are pretty, but this annual can reseed vigorously and become a nuisance.",
garden-gate:170:p020:text:02,170,20,text,Smart Plant Swaps: Pincushion flower,Sherri Ribbey,"(Scabiosa spp. and hybrids). When you want a blue flower that you don’t have to worry about reseeding in your beds, choose pincushion flower. This perennial is easy to care for, blooms for weeks, stems can be cut for summer bouquets and butterflies love it! ‘Butterfly Blue’ is well known for its profusion of 2-inch blooms that ensure plenty of fluttering visitors. Plants grow 12 to 18 inches tall and wide. ‘Blue Note’ at right is smaller, at 8 to 10 inches tall and wide. For pink flowers, grow 12- to 18-inch-tall ‘Pink Mist.’",
garden-gate:170:p020:text:03,170,20,text,Smart Plant Swaps: Pincushion flower,Sherri Ribbey,"(Scabiosa spp. and hybrids). Deadheading will help encourage new blooms to form more quickly on your pincushion flower. To do this, follow the long stem back to the mound of foliage and cut it off below the leaves.",
garden-gate:170:p020:text:04,170,20,text,Plant Profile: Pincushion flower,Sherri Ribbey,"(Scabiosa spp. and hybrids). Perennial; blooms: lavender-blue, pink or white blooms with a dome-shaped center and frilly petals from early summer to fall; light: full sun to part shade; soil: well-drained; size: 4 to 36 in. tall, 4 to 18 in. wide; cold hardy: USDA zones 3 to 10; source: local garden centers.",
garden-gate:170:p020:image:01,170,20,image,Smart Plant Swaps: Pincushion flower,Sherri Ribbey,Photo of ‘Blue Note’ pincushion flower with lavender-blue frilly blooms and rounded centers in a close-up planting.,
garden-gate:170:p022:text:01,170,22,text,Smart Plant Swaps: Morning glory,Sherri Ribbey,(Ipomoea purpurea). Whew! Talk about reseeding. Plant morning glory once and seedlings will come back for years.,
garden-gate:170:p022:text:02,170,22,text,Smart Plant Swaps: 'Jackmanii' clematis,Sherri Ribbey,"(Clematis spp. and hybrids). Clematis brings loads of color to your trellis or arbor without taking over the structure. ‘Jackmanii’ is a classic variety that produces lots of gorgeous 5- to 7-inch deep-purple blooms every summer and grows 7 to 10 feet tall. For a slightly larger plant, try 10- to 12-foot-tall ‘Lady Betty Balfour,’ which also has deep purple blooms. If pink if your preference, ‘Comtesse de Bouchaud’ will fit the bill.",
garden-gate:170:p022:text:03,170,22,text,Smart Plant Swaps: 'Jackmanii' clematis,Sherri Ribbey,"(Clematis spp. and hybrids). When you’re planting, go deep. Position the young clematis so its first two leaf nodes are below the soil. This encourages more stems to grow, creating a bushier plant with even more blooms. A couple inches of organic mulch helps plants grow happily by keeping soil moisture and temperatures cool. Pruning is simple: In late winter to early spring, cut all of last year’s growth to within a foot of the ground.",
garden-gate:170:p022:text:04,170,22,text,Plant Profile: 'Jackmanii' clematis,Sherri Ribbey,"(Clematis spp. and hybrids). Woody vine; blooms: purple flowers in early to late summer; light: full sun to part shade; soil: evenly moist, well-drained; size: 7 to 10 ft. tall, spreading; cold hardy: USDA zones 3 to 9; source: Brushwood Nursery, brushwoodnursery.com.",
garden-gate:170:p022:image:01,170,22,image,Smart Plant Swaps: Morning glory,Sherri Ribbey,Inset photo of blue and pink morning glory flowers used as an example of a reseeding plant.,
garden-gate:170:p022:image:02,170,22,image,Smart Plant Swaps: 'Jackmanii' clematis,Sherri Ribbey,Large photo of ‘Jackmanii’ clematis with deep-purple flowers scrambling over stonework.,
garden-gate:170:p024:text:01,170,24,text,Smart Plant Swaps: Hosta,Sherri Ribbey,"(Hosta spp. and hybrids). If you have visiting deer, you know how much they love hostas - those leaves don’t stand a chance.",
garden-gate:170:p024:text:02,170,24,text,Smart Plant Swaps: Pulmonaria,Sherri Ribbey,"(Pulmonaria spp. and hybrids). The fuzzy foliage of pulmonaria makes it less than appealing for deer, and even better, it thrives in a range of conditions, including dry shade. In fact, too much water causes pulmonaria to rot.",
garden-gate:170:p024:text:03,170,24,text,Smart Plant Swaps: Pulmonaria,Sherri Ribbey,"(Pulmonaria spp. and hybrids). Flowers arrive on upright stems with small leaves in early spring before the mound of larger foliage takes off. Bell-shaped blooms are often a mix of pink, purple and blue, such as those of ‘Mrs. Moon’ or ‘Victorian Brooch.’ But there are exceptions. ‘Trevi Fountain’ at right has cobalt-blue flowers, ‘Sissinghurst White’ has white ones and ‘Raspberry Splash’ blooms in pink. As the flowers fade, their stems lean toward the ground. You can cut them off as close to the base of the plant as possible to tidy up the plant. But it’s not a problem if you forget. The speckled leaves will still take off and form an attractive mound.",
garden-gate:170:p024:text:04,170,24,text,Plant Profile: Pulmonaria,Sherri Ribbey,"(Pulmonaria spp. and hybrids). Perennial; blooms: bell-shaped pink, purple, blue or white blooms in early spring; light: part to full shade; soil: average, well-drained; size: 6 to 18 in. tall, 10 to 40 in. wide; cold hardy: USDA zones 3 to 9; source: local garden centers.",
garden-gate:170:p024:image:01,170,24,image,Smart Plant Swaps: Hosta,Sherri Ribbey,Inset photo of variegated hosta foliage used as the deer-favored plant to replace.,
